,E_Equipment Serial Number,M_Module Serial Number,E_OEM Nameplate SN,M_Module OEM Nameplate SN,P_Site Customer Legacy Code,P_Site Customer Name,P_Plant Name,P_Site Country,P_Sales Region,E_Equipment Type,M_Module Type,E_Equipment Code,M_Module Code,E_Equipment Model,M_Module Model,E_Equipment Status,M_Module Status,E_Manufacturing Location,M_Module Manufacturing Location,E_Contract Type,M_Module Contract Type,P_Plant Account Manager Fullname,P_Plant Account Manager SSO or 4-3-1,P_Country Code 2Alpha,P_Cust Parent Commercial Entity Code,P_Cust Parent Commercial Entity Name,P_Cust Global Commercial Entity Name,P_Cust Global Commercial Entity Code,P_Site Operator Address Line 1,P_Site Operator Address Line 2,P_Site Operator City,P_Site Operator Country,P_Site Operator Country Iso Code,P_Site Operator Country Iso Name,P_Site Operator Postal Code,P_Site Operator State,P_Site Owner Country,P_Site Owner Country Iso Code,P_Site Owner Country Iso Name,P_Cust Parent HQ Adr Line 1,P_Cust Parent HQ Adr Line 2,P_Cust Parent HQ City,P_Cust Parent HQ Country,P_Cust Parent HQ Legacy Code,P_Cust Parent HQ Party Name,P_Cust Parent HQ State,P_Cust Parent HQ Zip Code,P_Cust Site Trade Style Name,P_GE Industry,P_Gps Coordinates Verified,P_Merged To Plant Sys Id,P_Network Name,P_Network Type,P_Site Operator Legacy Code,P_Site Operator Name,P_Site Owner Legacy Code,P_Site Owner Name,P_Plant Address Verified,P_Plant Latitude,P_Plant Longitude,P_Plant Record Status,P_Plant Status,P_Plant Sys Id,P_Sanctioned Country,P_Site Address Line 1,P_Site Address Line 2,P_Site City,P_Site Country ISO Name,P_Site Postal Code,P_Site State,P_Watchlist Flag,P_PLANT Parent Sys Id,B_Block Sys Id,B_Block Name,B_Block Status,B_Block Parent Sys Id,B_Block Record Status,B_Merged To Block Sys Id,B_Block Type,T_Compr Sour Service,T_Location,T_Merged To Train Sys Id,T_Train Commissioning Date,T_Train Name,T_Train Parent Sys Id,T_Train Record Status,T_Train Service Type,T_Train Status,T_Train Sys Id,E_Account Manager Fullname,E_Account Manager SSO or 4-3-1,E_Agreement ID,E_Agreement Name,E_Altitude,E_Anti Ice Sys,E_Combustion System,E_Compr Cylinder Lube,E_Compr Cylinder Valve,E_Compr Impeller/Cylinder Number,E_Compr Impeller Size,E_Compr Phase Num,E_Compr Pressure Class,E_Compr Process Gas,E_Compr Sealing,E_Control Curve Doc Code,E_Control Curve Type,E_Control OEM,E_Control System,E_Control Type,E_Cooling System,E_Contract Job Number,E_Contract End Date,E_Contract Start Date,E_Design Humidity,E_Driver/Driven Equipment,E_DS Exception,E_Design Ambient Temp,E_Duty Cycle,E_Environment,E_Equipment Class,E_Expected COD,E_Actual COD,E_Install Start Date,E_Equipment Latitude,E_Equipment Longitude,E_Equipment Name,E_Equipment Parent Sys Id,E_Equipment Record Status,E_Equipment Sys Id,E_Excitation System,E_Exciter Config,E_Exciter Model,E_Exciter OEM,E_Exciter Type,E_Expected Retirement Year,E_Extendor Kit Installed,E_Ibh Installed,E_Ibh System Inlet Exhaust,E_Igv,E_Inlet Filter,E_Inlet Pres Drop,E_Machine Mgt Sys,E_Main Warranty Active,E_Main Warranty End Date,E_Main Warranty Pm Fullname,E_Main Warranty PM SSO or  4-3-1,E_Main Warranty Project,E_Main Warranty Start Date,E_Manufacturer Group,E_Master Job,E_Max Ambient Temp,E_Merged To Equipment Sys Id,E_Min Ambient Temp,E_Equipment Job Number
17,GG679177,,679177,,CAT828248,MODEC SERVIÇOS DE PETRÓLEO DO BRASIL LTDA.,MV26 - CIDADE DE ITAGUAI,BRAZIL,Latin America,Gas Generator,,LM2500+G4,,RC-MD,,InService,,GE Aero Energy Products,,CSA,,"Oliveira Filho, Jorge",210030578.0,BR,CE0001245,MITSUI ENGINEERING AND SHIPBUILDING,MITSUI ENGINEERING AND SHIPBUILDING,CE0001245,Rua Lady Esteves Da Conceicao,770Novo CavaleirosLote 21 Quadra Y,MACAE,BRAZIL,BR,Brazil,27933-420,RJ,BRAZIL,BR,Brazil,Rua Lady Esteves Da Conceicao,770Novo CavaleirosLote 21 Quadra Y,MACAE,BRAZIL,908751365,MODEC SERVIÇOS DE PETRÓLEO DO BRASIL LTDA.,RJ,27933-420,MV26 - CIDADE DE ITAGUAI,,N,,,,908751365,MODEC SERVIÇOS DE PETRÓLEO DO BRASIL LTDA.,908751365,MODEC SERVIÇOS DE PETRÓLEO DO BRASIL LTDA.,Y,-25.13997,-42.944271,Active,InService,PLA00235050,N,"Iracema Norte Area Of Lula Field, In The Pre-Salt Layer Of Santos Basin",,TERRITORIAL WATERS,,00000-000,SP,N,MPCCE0001245,,,,,,,,,Offshore - FPSO,,2015-11-15,MV26 - CIDADE DE ITAGUAI-GT-GTC,PLA00235050,Active,Cogeneration,InService,UNI257543,"Oliveira Filho, Jorge",210030578,AGR440,Modec,,,Singular Annular Combustor (SAC),,,,,,,,,,,,,,,"2392148,239X025,2854490,2854491,ON SHORE,EW MODEC Onshore,285X165",2038-06-30,2016-07-01,,,,,,Marine (salty),LM2500+G4,,2014-06-02,,-25.13997,-42.944271,MV26 - CIDADE DE ITAGUAI-GT-GTC-GG,UNI257543,Active,SY1411552,,,,,,,,,,,,,,,,,,,,GE,,,,,
18,GG676124,,676124,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331024,QUEENSLAND CURTIS LNG GTG,InService,PLA00235031,Active,,,,Onshore,,2015-03-22,QUEENSLAND CURTIS LNG-GT-1TG-3101,BLC331024,Active,Simple Cycle,InService,UNI255023,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,2015-03-22,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-1TG-3101-GG,UNI255023,Active,SY1411551,,,,,,,,,,,,,,,,,,,,GE,,,,,
19,GG676140,,676140,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331024,QUEENSLAND CURTIS LNG GTG,InService,PLA00235031,Active,,,,Onshore,,2015-03-22,QUEENSLAND CURTIS LNG-GT-1TG-3103,BLC331024,Active,Simple Cycle,InService,UNI254363,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,2015-05-07,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-1TG-3103-GG,UNI254363,Active,SY1411550,,,,,,,,,,,,,,,,,,,,GE,,,,,
20,GG676131,,676131,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331024,QUEENSLAND CURTIS LNG GTG,InService,PLA00235031,Active,,,,Onshore,,2014-09-17,QUEENSLAND CURTIS LNG-GT-1TG-3102,BLC331024,Active,Simple Cycle,InService,UNI253766,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,2015-03-22,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-1TG-3102-GG,UNI253766,Active,SY1411549,,,,,,,,,,,,,,,,,,,,GE,,,,,
21,GG676135,,676135,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331023,QUEENSLAND CURTIS LNG BLC 2,InService,PLA00235031,Active,,,,Onshore,,2015-07-22,QUEENSLAND CURTIS LNG-GT-2TC-1621,BLC331023,Active,Simple Cycle,InService,UNI268791,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,2016-11-09,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-2TC-1621-GG,UNI268791,Active,SY1411548,,,,,,,,,,,,,,,,,,,,GE,,,,,
22,GG676128,,676128,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331023,QUEENSLAND CURTIS LNG BLC 2,InService,PLA00235031,Active,,,,Onshore,,2015-07-22,QUEENSLAND CURTIS LNG-GT-2TC-1421,BLC331023,Active,Simple Cycle,InService,UNI254637,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-2TC-1421-GG,UNI254637,Active,SY1411547,,,,,,,,,,,,,,,,,,,,GE,,,,,
23,GG676138,,676138,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331023,QUEENSLAND CURTIS LNG BLC 2,InService,PLA00235031,Active,,,,Onshore,,2015-07-22,QUEENSLAND CURTIS LNG-GT-2TC-1511,BLC331023,Active,Simple Cycle,InService,UNI254501,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-2TC-1511-GG,UNI254501,Active,SY1411546,,,,,,,,,,,,,,,,,,,,GE,,,,,
24,GG676193,,676193,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331023,QUEENSLAND CURTIS LNG BLC 2,InService,PLA00235031,Active,,,,Onshore,,2015-07-22,QUEENSLAND CURTIS LNG-GT-2TC-1411,BLC331023,Active,Simple Cycle,InService,UNI254497,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-2TC-1411-GG,UNI254497,Active,SY1411545,,,,,,,,,,,,,,,,,,,,GE,,,,,
25,GG676189,,676189,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331023,QUEENSLAND CURTIS LNG BLC 2,InService,PLA00235031,Active,,,,Onshore,,2015-07-22,QUEENSLAND CURTIS LNG-GT-2TC-1611,BLC331023,Active,Simple Cycle,InService,UNI253912,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,"Tropical (damp, hot)",LM2500+G4,,2015-12-06,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-2TC-1611-GG,UNI253912,Active,SY1411544,,,,,,,,,,,,,,,,,,,,GE,,,,,
26,GG676139,,676139,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331023,QUEENSLAND CURTIS LNG BLC 2,InService,PLA00235031,Active,,,,Onshore,,2015-07-22,QUEENSLAND CURTIS LNG-GT-2TC-1521,BLC331023,Active,Simple Cycle,InService,UNI252901,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-2TC-1521-GG,UNI252901,Active,SY1411543,,,,,,,,,,,,,,,,,,,,GE,,,,,
27,GG676130,,676130,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331022,QUEENSLAND CURTIS LNG BLC 1,InService,PLA00235031,Active,,,,Onshore,,2014-12-24,QUEENSLAND CURTIS LNG-GT-1TC-1411,BLC331022,Active,Simple Cycle,InService,UNI265529,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-1TC-1411-GG,UNI265529,Active,SY1411542,,,,,,,,,,,,,,,,,,,,GE,,,,,
28,GG676127,,676127,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331022,QUEENSLAND CURTIS LNG BLC 1,InService,PLA00235031,Active,,,,Onshore,,2014-12-21,QUEENSLAND CURTIS LNG-GT-1TC-1521,BLC331022,Active,Simple Cycle,InService,UNI258411,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-1TC-1521-GG,UNI258411,Active,SY1411541,,,,,,,,,,,,,,,,,,,,GE,,,,,
29,GG676195,,676195,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331022,QUEENSLAND CURTIS LNG BLC 1,InService,PLA00235031,Active,,,,Onshore,,2014-12-22,QUEENSLAND CURTIS LNG-GT-1TC-1511,BLC331022,Active,Simple Cycle,InService,UNI255496,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-1TC-1511-GG,UNI255496,Active,SY1411540,,,,,,,,,,,,,,,,,,,,GE,,,,,
30,GG676132,,676132,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,InService,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,BLC331022,QUEENSLAND CURTIS LNG BLC 1,InService,PLA00235031,Active,,,,Onshore,,2014-12-23,QUEENSLAND CURTIS LNG-GT-1TC-1621,BLC331022,Active,Simple Cycle,InService,UNI255061,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-1TC-1621-GG,UNI255061,Active,SY1411539,,,,,,,,,,,,,,,,,,,,GE,,,,,
31,GG676125,,676125,,CAT793087,QGC PTY LIMITED,QUEENSLAND CURTIS LNG,AUSTRALIA,Asia Pacific,Gas Generator,,LM2500+G4,,HB-MGD,,Storage,,GE Aero Energy Products,,CSA,,,,AU,CE0001041,SHELL,SHELL,CE0001041,L 30 275 GEORGE ST,,BRISBANE,AUSTRALIA,AU,Australia,4000,QUEENSLAND,AUSTRALIA,AU,Australia,L 30 275 GEORGE ST,GPO BOX 3107,BRISBANE,AUSTRALIA,757270442,QGC PTY LIMITED,QUEENSLAND,4000,QUEENSLAND CURTIS LNG,,Y,,,,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,759121291,BG INTERNATIONAL (AUS) PTY LIMITED,N,-23.772837,151.1955,Active,InService,PLA00235031,N,6 BOOWAN COURT,,GLADSTONE,,4680,QUEENSLAND,N,MPCCE0001041,,,,,,,,,,,,,,,,,,"Parascandola, Antonio (Antonio)",105053566,AGR282,QC LNG,,,DRY LOW EMISSIONS (DLE),,,,,,,,,,,,,,,"2854338,285X007,285X044,GSWX003,GSW0020,2851042,GSW0029,2398924",2044-02-23,2020-08-25,,,,,,Marine (salty),LM2500+G4,,,,-23.772837,151.1955,QUEENSLAND CURTIS LNG-GT-1TC-1611-GG,PLA00235031,Active,SY1411538,,,,,,,,,,,,,,,,,,,,GE,,,,,
